loan_amount,loan_term,interest_rate,annual_income,debt_to_income_ratio,credit_score,employment_length,num_credit_lines,num_derogatory_marks,home_ownership,loan_purpose,verification_status,default
53829.0,36,25.31,22853.33,29.48,755,28.4,11,1,MORTGAGE,other,Verified,0
79447.04,24,14.6,151386.23,43.32,526,7.4,16,0,MORTGAGE,other,Not Verified,0
42671.56,24,21.66,179974.37,56.26,585,24.1,26,10,OWN,debt_consolidation,Not Verified,1
64098.24,60,29.72,31101.43,5.48,319,18.4,18,6,OWN,other,Not Verified,1
86924.55,36,10.64,101011.55,1.17,671,11.3,15,6,RENT,other,Source Verified,0
95204.46,24,14.75,56849.5,48.34,523,0.0,9,6,OWN,debt_consolidation,Source Verified,1
18971.98,12,17.0,121973.27,6.49,545,13.4,12,2,MORTGAGE,car,Verified,0
93025.82,60,8.45,136917.73,59.2,781,8.3,29,7,MORTGAGE,car,Verified,0
51751.05,48,7.03,74472.17,37.16,554,3.1,27,3,RENT,car,Not Verified,0
29533.22,60,25.74,102796.7,39.05,312,2.3,18,0,RENT,debt_consolidation,Not Verified,1
48617.9,48,29.42,70281.11,11.93,425,10.4,5,2,RENT,home_improvement,Not Verified,0
98103.09,36,15.12,86490.41,14.42,562,18.4,24,4,RENT,debt_consolidation,Source Verified,0
51798.72,48,7.19,48717.19,39.56,533,25.1,29,2,RENT,car,Not Verified,0
36231.4,36,6.65,179400.7,54.58,773,5.5,29,0,MORTGAGE,other,Not Verified,0
65173.08,12,27.28,21801.87,58.94,598,12.7,28,0,RENT,home_improvement,Verified,1
27813.83,48,16.6,178833.65,11.88,679,11.8,26,2,MORTGAGE,home_improvement,Verified,0
12207.02,60,13.0,122902.2,8.05,558,15.4,8,5,RENT,car,Source Verified,0
17243.57,36,16.91,79698.41,3.38,542,24.3,3,0,MORTGAGE,debt_consolidation,Verified,0
17164.35,60,12.96,150150.28,52.1,545,16.6,2,0,RENT,home_improvement,Not Verified,0
19430.76,24,17.23,111395.39,17.68,526,25.4,25,0,RENT,car,Verified,0
18188.58,36,26.49,109839.56,0.11,596,15.6,19,1,OWN,debt_consolidation,Source Verified,0
65883.1,48,19.81,39825.61,13.43,438,18.1,8,0,RENT,debt_consolidation,Source Verified,1
22278.61,36,22.37,90112.88,20.43,790,13.1,2,1,RENT,car,Source Verified,0
37838.39,60,14.12,63391.58,59.46,483,24.7,19,6,MORTGAGE,debt_consolidation,Verified,0
90194.9,12,23.46,22825.26,31.41,381,27.7,1,1,RENT,other,Not Verified,1
50026.36,36,21.67,84817.93,12.28,353,19.2,30,0,RENT,debt_consolidation,Verified,1
68417.99,48,7.99,36167.98,20.09,307,24.6,27,4,MORTGAGE,debt_consolidation,Not Verified,1
21370.39,24,19.32,66229.41,19.82,533,1.8,22,1,RENT,home_improvement,Not Verified,0
23267.46,12,11.42,36652.99,1.18,403,27.2,13,0,RENT,home_improvement,Verified,0
8882.52,24,25.1,38169.49,8.11,312,5.7,23,1,MORTGAGE,home_improvement,Not Verified,0
21048.83,36,15.65,55822.03,41.71,586,7.7,20,1,RENT,home_improvement,Source Verified,0
31466.08,60,29.87,199972.86,7.22,674,1.6,17,3,MORTGAGE,home_improvement,Source Verified,0
21816.0,60,7.31,20393.15,13.84,347,29.0,3,4,MORTGAGE,home_improvement,Source Verified,0
13426.74,48,24.51,134961.07,21.04,554,25.6,9,0,MORTGAGE,debt_consolidation,Source Verified,0
16460.41,60,21.84,45423.87,45.46,709,27.4,5,0,MORTGAGE,debt_consolidation,Verified,0
48773.98,12,24.19,185713.06,34.94,842,25.4,6,0,OWN,debt_consolidation,Not Verified,0
24601.7,60,12.69,36853.92,41.34,667,14.4,4,2,RENT,debt_consolidation,Source Verified,1
39605.64,48,17.3,191911.37,34.02,435,27.7,17,2,MORTGAGE,debt_consolidation,Verified,0
52824.64,36,24.91,129966.75,41.02,694,29.1,30,0,RENT,debt_consolidation,Not Verified,0
70587.51,36,10.81,20228.25,0.17,629,15.1,21,0,MORTGAGE,other,Not Verified,0
8734.65,60,10.65,180921.3,55.85,416,5.3,21,5,MORTGAGE,debt_consolidation,Source Verified,1
80943.99,24,18.78,113908.12,6.66,768,19.8,21,4,MORTGAGE,debt_consolidation,Verified,0
64650.54,36,18.09,67280.55,24.37,535,29.3,16,0,RENT,car,Source Verified,0
12767.11,60,12.06,158110.25,46.26,829,26.2,16,2,OWN,debt_consolidation,Verified,0
87989.97,48,12.45,186799.8,26.11,698,25.9,22,1,RENT,debt_consolidation,Source Verified,0
92482.88,60,11.95,107064.35,56.81,655,28.0,11,0,RENT,debt_consolidation,Not Verified,0
10802.41,36,24.29,76799.63,28.06,701,26.8,2,0,MORTGAGE,debt_consolidation,Verified,0
31303.38,48,21.3,162010.12,52.5,563,23.3,17,0,MORTGAGE,debt_consolidation,Verified,0
81589.12,60,25.81,142721.39,48.65,578,21.5,15,0,MORTGAGE,debt_consolidation,Not Verified,0
76084.67,12,29.39,179975.45,58.86,768,7.9,18,1,RENT,other,Verified,0
22529.5,48,16.85,144652.52,55.59,675,18.6,29,0,OWN,debt_consolidation,Verified,0
24888.19,12,6.67,63835.1,53.89,793,15.6,10,0,RENT,debt_consolidation,Source Verified,0
40194.85,24,6.2,187698.66,43.9,790,25.9,6,1,RENT,home_improvement,Not Verified,0
51029.68,48,12.39,38870.43,22.02,837,14.8,21,0,RENT,debt_consolidation,Not Verified,0
63734.2,12,28.31,68229.7,6.37,685,3.8,16,2,RENT,debt_consolidation,Not Verified,0
40046.8,36,18.08,113635.03,41.32,576,0.1,5,0,RENT,car,Source Verified,0
48940.8,36,11.79,121833.56,58.72,391,20.3,12,1,RENT,other,Not Verified,0
76009.74,24,14.98,22755.91,43.6,688,16.5,28,6,MORTGAGE,car,Verified,1
8484.9,48,19.96,160503.09,55.72,460,9.9,6,0,RENT,debt_consolidation,Verified,1
28981.51,48,21.32,85089.32,48.26,456,5.1,14,1,MORTGAGE,other,Verified,1
72768.21,48,8.85,93155.34,9.79,431,14.0,26,0,RENT,debt_consolidation,Verified,0
90044.65,24,29.43,165686.52,14.95,781,3.0,23,3,RENT,debt_consolidation,Verified,0
53609.36,48,18.62,88271.01,20.51,777,10.1,16,3,RENT,home_improvement,Source Verified,0
55550.78,36,8.39,28500.48,10.1,647,11.4,25,0,MORTGAGE,car,Source Verified,0
15181.34,12,27.34,51759.16,34.9,560,14.0,7,1,RENT,debt_consolidation,Verified,0
47504.17,36,6.87,192062.57,58.53,670,14.0,2,0,OWN,home_improvement,Not Verified,0
55598.64,36,27.69,32672.97,45.69,634,7.7,6,6,MORTGAGE,other,Not Verified,1
28034.7,12,29.91,83887.62,25.4,529,25.5,9,0,OWN,debt_consolidation,Verified,0
30578.11,36,22.51,110572.25,0.27,509,10.7,7,3,RENT,home_improvement,Verified,0
40842.0,24,24.26,108790.55,18.8,511,6.9,2,0,RENT,debt_consolidation,Verified,0
6906.76,12,13.43,20712.79,31.61,624,5.3,19,1,RENT,debt_consolidation,Verified,0
35597.52,36,28.54,110209.29,19.46,656,9.7,8,7,MORTGAGE,debt_consolidation,Not Verified,0
25087.56,60,18.24,89079.04,6.66,548,2.0,11,3,MORTGAGE,home_improvement,Verified,0
36112.25,36,23.31,194974.28,26.57,833,1.0,25,0,RENT,debt_consolidation,Verified,0
16377.4,24,28.1,48648.64,15.2,346,18.2,4,1,OWN,car,Verified,0
89600.09,48,29.38,83747.76,54.55,491,18.6,16,0,MORTGAGE,other,Not Verified,1
61391.28,36,25.83,95506.67,6.11,530,15.9,25,0,RENT,other,Verified,0
69514.72,48,12.58,90324.84,2.95,309,22.9,18,0,MORTGAGE,debt_consolidation,Source Verified,0
79971.27,60,29.16,139849.55,0.32,501,1.2,13,0,RENT,debt_consolidation,Verified,0
52352.01,36,20.7,58792.31,19.68,451,28.1,27,1,MORTGAGE,debt_consolidation,Not Verified,0
13257.43,12,28.27,59792.88,39.62,578,2.9,5,0,MORTGAGE,car,Not Verified,0
56025.12,48,21.9,151257.97,43.82,485,20.2,27,1,MORTGAGE,other,Source Verified,0
60749.91,60,12.68,110052.29,27.2,699,4.0,2,0,RENT,car,Not Verified,0
75816.75,12,14.25,94728.02,41.06,580,26.4,11,0,MORTGAGE,home_improvement,Not Verified,0
46007.66,12,18.76,50456.55,21.59,371,15.3,1,2,RENT,debt_consolidation,Not Verified,1
17120.13,12,24.75,53754.9,40.07,713,2.5,13,0,MORTGAGE,car,Not Verified,0
31958.71,12,12.95,21899.29,2.44,355,18.5,30,0,OWN,debt_consolidation,Verified,0
39492.82,36,19.49,36456.73,23.45,761,0.3,5,0,MORTGAGE,debt_consolidation,Source Verified,0
66362.14,36,13.64,120230.97,47.45,812,23.3,18,1,OWN,other,Not Verified,0
59223.94,36,25.39,180537.16,48.18,477,19.5,14,1,OWN,home_improvement,Verified,0
38829.19,60,16.67,71689.66,42.97,809,6.4,13,0,MORTGAGE,debt_consolidation,Not Verified,0
98718.95,60,6.92,78994.5,12.25,736,11.2,7,0,OWN,debt_consolidation,Source Verified,0
62548.61,60,9.15,40809.01,14.83,807,0.2,8,3,MORTGAGE,debt_consolidation,Source Verified,0
27536.55,24,6.53,89953.57,59.77,666,20.8,18,7,MORTGAGE,home_improvement,Source Verified,1
14669.33,60,17.48,26699.91,6.2,430,9.7,7,0,MORTGAGE,debt_consolidation,Not Verified,0
19521.62,36,7.66,185168.13,10.84,792,17.1,20,1,MORTGAGE,other,Source Verified,0
28365.98,36,7.85,141160.04,7.8,401,28.7,17,0,RENT,debt_consolidation,Verified,0
20264.73,24,28.53,198334.79,19.66,417,9.0,16,0,RENT,home_improvement,Not Verified,0
22723.87,24,26.82,178908.17,12.61,449,29.7,11,0,RENT,debt_consolidation,Not Verified,0
32084.04,60,16.3,105138.31,29.86,467,19.0,19,1,RENT,debt_consolidation,Source Verified,0
21470.49,48,29.65,113543.31,28.56,583,7.3,27,0,RENT,home_improvement,Verified,0
90192.72,24,5.0,54303.69,54.09,692,13.1,28,4,MORTGAGE,car,Verified,0
12622.21,12,20.35,103167.08,2.08,809,22.2,1,1,RENT,debt_consolidation,Not Verified,0
54828.58,36,20.41,182545.02,19.19,349,13.4,21,0,RENT,home_improvement,Verified,0
43987.7,12,16.44,29153.62,35.8,825,2.1,29,2,MORTGAGE,car,Source Verified,0
98325.97,36,14.92,175440.22,36.29,807,5.1,8,0,RENT,debt_consolidation,Verified,0
15643.7,36,16.38,81370.6,28.81,330,23.7,1,0,RENT,debt_consolidation,Verified,0
42796.28,24,15.37,181912.3,48.94,498,19.5,30,0,OWN,debt_consolidation,Verified,0
97099.69,24,23.26,189358.38,3.76,747,17.1,9,0,MORTGAGE,home_improvement,Verified,0
87223.18,12,8.38,140755.68,48.93,636,5.0,19,0,MORTGAGE,debt_consolidation,Not Verified,0
82621.85,36,9.94,139596.28,29.69,729,25.1,21,0,MORTGAGE,debt_consolidation,Verified,0
29500.77,12,9.51,101495.78,8.03,695,28.8,9,0,RENT,home_improvement,Verified,0
21234.32,48,11.56,170397.24,53.14,573,1.2,21,0,MORTGAGE,other,Source Verified,0
68521.11,12,18.13,193090.3,38.95,323,2.3,25,7,MORTGAGE,debt_consolidation,Not Verified,1
93290.72,60,7.78,159514.72,9.81,621,26.5,10,0,RENT,debt_consolidation,Source Verified,0
57892.47,12,26.7,131948.61,2.02,327,24.5,24,0,RENT,home_improvement,Verified,0
59303.21,60,12.43,129222.72,8.47,632,18.5,23,6,MORTGAGE,debt_consolidation,Verified,0
31598.01,60,9.06,172904.58,36.53,740,28.3,11,1,RENT,debt_consolidation,Source Verified,0
78101.83,60,21.89,117416.68,10.76,622,19.4,1,1,MORTGAGE,home_improvement,Not Verified,0
22769.16,48,5.95,164694.78,13.55,848,6.5,20,0,RENT,other,Verified,0
35749.53,12,20.5,111599.35,1.51,551,21.9,25,1,RENT,car,Verified,0
45416.46,12,22.45,31239.97,43.38,712,19.4,26,0,RENT,debt_consolidation,Not Verified,1
53222.99,48,10.37,89110.46,48.62,667,29.6,8,1,RENT,car,Source Verified,0
28028.92,36,6.05,99999.37,47.81,845,6.4,20,6,RENT,debt_consolidation,Source Verified,0
15909.5,24,14.09,45491.1,7.65,692,17.9,12,1,MORTGAGE,debt_consolidation,Verified,0
63008.9,12,7.46,38449.34,54.2,390,23.4,1,0,MORTGAGE,other,Verified,1
32419.9,24,7.91,116383.69,40.34,826,10.2,10,1,MORTGAGE,other,Verified,0
60217.63,48,11.36,35325.85,53.85,667,11.4,4,1,MORTGAGE,debt_consolidation,Verified,0
19664.46,36,12.39,74530.13,26.83,333,26.6,15,1,OWN,debt_consolidation,Not Verified,0
50708.31,36,18.25,154027.46,26.22,662,12.1,19,1,MORTGAGE,debt_consolidation,Verified,0
55596.0,36,21.96,193597.79,47.07,786,18.7,6,1,RENT,home_improvement,Source Verified,0
9923.24,48,19.82,149216.7,5.6,617,26.7,27,1,RENT,other,Source Verified,0
36977.41,60,8.71,198672.6,31.25,495,6.3,5,7,OWN,debt_consolidation,Verified,0
17769.39,60,9.3,145700.83,50.18,752,29.5,5,2,OWN,debt_consolidation,Not Verified,0
11020.62,24,26.97,72883.0,49.81,730,21.1,18,0,OWN,debt_consolidation,Source Verified,0
99046.22,60,18.96,140969.46,57.37,599,14.9,28,2,RENT,debt_consolidation,Not Verified,0
35623.62,60,26.75,146388.22,41.9,385,12.9,3,0,OWN,car,Verified,1
81938.07,36,14.29,86910.86,12.47,438,28.6,27,2,MORTGAGE,car,Verified,0
29190.86,36,20.36,23188.49,1.22,706,6.2,22,0,RENT,debt_consolidation,Verified,0
69742.76,24,18.09,146575.96,28.76,743,9.4,2,1,RENT,debt_consolidation,Verified,0
77221.65,12,12.98,23906.02,30.82,454,9.2,4,2,MORTGAGE,debt_consolidation,Source Verified,1
61585.68,24,16.75,133613.85,14.42,502,8.7,18,0,OWN,home_improvement,Not Verified,0
49799.74,24,17.56,49450.97,7.48,343,14.1,9,3,MORTGAGE,debt_consolidation,Verified,1
44124.89,48,10.02,121808.63,35.17,692,29.7,19,1,MORTGAGE,home_improvement,Not Verified,0
38142.49,48,12.88,110704.34,45.86,302,26.7,26,0,RENT,debt_consolidation,Source Verified,0
93305.27,24,24.79,22432.46,59.59,326,9.8,10,0,OWN,debt_consolidation,Source Verified,1
83908.84,24,27.89,85315.85,45.5,302,12.7,22,4,OWN,car,Verified,1
96677.56,24,13.99,128196.41,47.62,655,20.1,15,0,RENT,debt_consolidation,Verified,0
16808.24,60,12.67,172749.18,36.99,530,0.5,1,1,OWN,car,Not Verified,0
74432.41,48,9.88,179955.58,59.16,464,24.6,29,2,RENT,home_improvement,Verified,0
94142.34,24,21.96,107092.99,38.4,802,26.4,11,4,OWN,car,Not Verified,0
22217.14,36,13.08,151116.05,51.62,406,25.7,14,2,MORTGAGE,debt_consolidation,Source Verified,0
11317.15,36,29.69,76961.82,56.75,514,11.3,10,1,OWN,car,Not Verified,1
75406.46,60,13.14,81593.55,55.79,817,13.9,19,4,MORTGAGE,debt_consolidation,Not Verified,0
59574.95,60,14.85,55003.43,22.88,535,0.4,24,2,RENT,other,Verified,0
84973.73,12,20.08,121150.66,4.72,605,12.0,21,2,MORTGAGE,car,Source Verified,0
18278.38,12,25.04,76621.55,10.31,344,13.8,16,0,RENT,debt_consolidation,Verified,0
80550.39,12,16.74,35186.76,3.55,735,27.2,8,0,MORTGAGE,debt_consolidation,Source Verified,0
24154.6,60,15.57,143301.1,6.32,533,26.8,2,1,RENT,other,Verified,0
20547.31,60,29.89,147395.58,11.08,740,29.0,23,1,MORTGAGE,other,Source Verified,0
20605.25,60,5.26,84798.64,20.47,440,26.6,25,0,OWN,other,Verified,0
82384.6,36,27.38,33810.21,32.61,532,0.2,7,0,RENT,car,Not Verified,1
68193.74,60,8.73,96733.59,42.7,733,19.2,19,1,OWN,car,Source Verified,0
54691.22,36,24.65,99620.38,12.66,836,2.0,7,0,RENT,home_improvement,Not Verified,0
39088.9,12,20.45,140360.76,40.35,333,8.2,15,0,OWN,debt_consolidation,Verified,0
88334.05,12,13.55,76774.95,42.26,747,17.3,8,0,RENT,debt_consolidation,Source Verified,0
42282.29,12,26.85,142867.87,33.52,465,21.0,14,2,OWN,home_improvement,Verified,0
82576.95,24,5.32,176867.94,54.22,603,19.6,1,1,RENT,debt_consolidation,Source Verified,0
46717.82,24,10.67,62747.49,6.66,460,1.5,29,0,MORTGAGE,home_improvement,Not Verified,0
40809.72,48,19.17,196205.52,10.63,637,3.1,13,0,MORTGAGE,debt_consolidation,Not Verified,0
48954.58,48,13.79,89546.26,25.72,495,3.9,3,1,RENT,home_improvement,Verified,1
33630.9,48,20.26,68106.56,7.6,483,2.7,21,2,MORTGAGE,debt_consolidation,Not Verified,0
76022.89,24,5.6,95872.01,33.98,321,5.3,28,1,RENT,home_improvement,Source Verified,1
52758.44,24,7.91,36991.55,23.9,381,20.7,6,0,RENT,home_improvement,Not Verified,1
27060.21,48,8.18,42627.06,17.08,804,24.9,19,0,OWN,debt_consolidation,Source Verified,0
90459.58,48,9.73,94598.13,10.2,849,12.3,15,3,OWN,other,Not Verified,0
41469.67,60,16.48,157240.01,20.12,729,20.8,4,0,MORTGAGE,home_improvement,Not Verified,0
56637.52,48,23.8,182056.2,36.48,458,6.0,21,1,RENT,other,Verified,0
91114.85,60,27.64,139667.24,34.55,521,29.2,3,0,MORTGAGE,debt_consolidation,Verified,0
64302.61,36,25.88,38939.52,9.82,707,10.5,4,0,RENT,debt_consolidation,Verified,0
16105.31,24,9.92,140963.56,7.5,833,25.4,5,0,RENT,debt_consolidation,Source Verified,0
94284.05,48,16.03,134377.03,1.6,551,28.4,18,1,RENT,debt_consolidation,Not Verified,0
64632.27,24,9.99,165037.51,0.75,756,25.9,26,0,MORTGAGE,debt_consolidation,Not Verified,0
36816.03,24,11.61,168544.76,52.79,836,2.0,25,0,OWN,debt_consolidation,Not Verified,0
18230.85,24,17.59,176276.55,2.71,780,19.5,10,0,RENT,other,Source Verified,0
80432.39,36,6.7,94543.67,43.87,425,3.6,8,0,RENT,other,Verified,0
63906.91,12,10.45,145615.59,52.32,304,0.2,12,0,MORTGAGE,other,Verified,1
55678.8,48,28.38,68285.06,5.88,571,1.6,22,0,RENT,other,Not Verified,0
89919.8,12,16.65,199880.53,26.18,592,27.5,26,0,MORTGAGE,home_improvement,Verified,0
79916.74,12,16.13,51560.16,57.74,411,27.3,27,2,OWN,home_improvement,Verified,1
19409.11,12,5.36,21820.6,50.05,457,6.8,3,1,OWN,debt_consolidation,Source Verified,0
34613.6,24,11.18,46785.57,29.38,721,16.4,27,0,MORTGAGE,debt_consolidation,Verified,0
28606.47,60,26.66,159657.01,45.75,559,28.7,18,0,MORTGAGE,car,Verified,0
75674.9,24,9.12,100421.06,50.0,475,14.9,23,1,RENT,other,Verified,0
8185.58,24,15.38,100550.04,20.88,642,11.8,8,0,RENT,car,Not Verified,0
59139.52,12,5.36,191904.13,53.53,659,14.5,26,0,OWN,car,Verified,0
77433.58,24,16.96,185534.28,28.23,723,23.7,1,1,MORTGAGE,debt_consolidation,Not Verified,0
88292.74,12,5.53,76015.05,31.67,386,14.3,14,4,OWN,home_improvement,Verified,0
37497.77,60,25.49,57630.46,59.98,708,23.5,22,1,MORTGAGE,home_improvement,Not Verified,0
83019.44,48,25.62,172726.8,50.6,630,13.0,23,0,RENT,other,Source Verified,0
15510.02,12,24.69,183083.43,21.71,332,7.6,13,3,RENT,other,Not Verified,1
85412.97,60,12.08,117487.45,0.62,728,9.8,25,0,MORTGAGE,home_improvement,Not Verified,0
17111.42,48,25.93,133296.27,37.57,511,2.3,12,3,MORTGAGE,debt_consolidation,Source Verified,0
42742.29,36,18.57,66244.57,42.23,482,14.9,3,0,RENT,debt_consolidation,Not Verified,0
80743.06,12,14.35,164144.48,39.05,546,4.4,18,0,MORTGAGE,debt_consolidation,Source Verified,0
19242.16,12,20.63,133782.04,58.07,490,24.3,21,1,MORTGAGE,other,Not Verified,0
26778.88,36,5.31,110632.43,51.78,486,12.6,13,5,MORTGAGE,debt_consolidation,Source Verified,1
73613.99,36,8.57,30819.54,26.93,744,23.0,15,3,MORTGAGE,debt_consolidation,Not Verified,1
73403.47,12,23.56,184868.29,3.77,368,28.6,10,1,RENT,debt_consolidation,Not Verified,0
65909.03,36,11.1,130781.26,28.56,834,25.5,1,1,MORTGAGE,other,Verified,0
70925.1,24,19.95,54684.4,41.35,605,28.5,29,1,MORTGAGE,home_improvement,Source Verified,0
56558.82,48,14.63,129149.5,36.46,401,17.0,6,1,RENT,home_improvement,Not Verified,0
28920.91,48,26.37,141943.4,32.29,372,5.0,9,2,RENT,debt_consolidation,Not Verified,1
37841.12,48,28.81,114638.66,28.13,625,28.1,10,0,RENT,debt_consolidation,Not Verified,0
22251.78,24,27.09,149258.31,17.63,648,26.1,15,0,MORTGAGE,debt_consolidation,Verified,0
91302.8,36,11.77,124661.71,16.64,329,25.9,9,5,MORTGAGE,car,Source Verified,0
60422.22,60,9.85,190598.52,30.01,434,20.8,23,5,RENT,other,Source Verified,0
43080.88,36,16.86,29665.47,9.64,738,18.7,14,0,RENT,home_improvement,Verified,0
48890.55,12,5.18,39124.23,20.44,327,0.4,11,0,OWN,debt_consolidation,Source Verified,0
94991.92,48,5.65,51260.89,19.44,770,22.4,7,8,OWN,car,Source Verified,0
19568.38,36,18.83,144230.79,35.23,662,2.7,24,1,RENT,home_improvement,Verified,0
60691.83,60,18.01,136207.26,4.0,539,7.8,26,1,RENT,debt_consolidation,Verified,0
53059.42,12,29.86,180570.59,49.78,491,16.5,30,0,MORTGAGE,debt_consolidation,Verified,0
63088.15,24,10.05,151917.94,33.74,311,13.6,2,3,RENT,home_improvement,Not Verified,0
6720.47,24,11.45,111503.99,40.25,754,0.5,14,0,MORTGAGE,home_improvement,Source Verified,0
87851.77,60,7.84,198529.72,42.19,378,24.7,6,0,RENT,other,Verified,0
93551.24,12,27.94,67899.43,17.49,470,26.4,5,0,MORTGAGE,other,Source Verified,0
58687.65,48,24.45,169974.5,28.22,613,20.5,5,4,RENT,debt_consolidation,Verified,0
71181.83,36,25.56,96822.27,57.37,435,16.2,29,2,MORTGAGE,car,Not Verified,1
92637.44,12,27.57,136772.32,46.0,573,28.8,19,2,RENT,debt_consolidation,Verified,1
72187.67,24,18.12,150908.32,58.17,745,3.6,19,0,RENT,home_improvement,Not Verified,0
19491.21,60,16.28,134075.74,44.78,559,22.1,6,4,OWN,home_improvement,Source Verified,0
59747.39,60,13.26,45291.31,10.54,822,3.9,28,2,OWN,home_improvement,Not Verified,0
62637.93,36,19.73,99731.18,3.87,766,11.5,26,2,MORTGAGE,other,Verified,0
45292.41,60,16.36,121058.91,34.66,483,17.6,29,6,RENT,car,Verified,0
74962.2,60,16.29,172827.88,21.47,520,22.1,10,0,MORTGAGE,other,Not Verified,0
93764.87,12,28.42,99856.23,16.53,533,0.1,23,1,RENT,debt_consolidation,Verified,1
92929.01,48,29.6,185374.51,48.43,644,7.8,14,4,MORTGAGE,debt_consolidation,Not Verified,0
47829.74,36,24.91,99267.36,22.02,458,16.1,17,2,RENT,home_improvement,Verified,0
15757.61,12,23.92,118780.37,19.02,833,16.0,30,1,OWN,other,Not Verified,0
98559.91,48,22.01,163331.42,51.0,635,19.1,3,0,RENT,debt_consolidation,Not Verified,0
84695.32,12,9.15,124952.18,50.78,520,9.1,28,1,MORTGAGE,debt_consolidation,Not Verified,0
16842.95,12,6.48,192839.25,21.38,655,16.2,1,1,RENT,debt_consolidation,Source Verified,0
92479.98,60,22.27,138860.45,49.95,517,5.7,10,0,OWN,home_improvement,Source Verified,0
87640.15,48,23.22,114087.7,51.05,750,5.6,3,3,RENT,car,Not Verified,1
54289.62,36,6.17,24246.55,25.44,612,17.3,5,0,RENT,car,Not Verified,1
61171.17,36,28.2,94471.92,3.99,323,20.6,25,0,MORTGAGE,other,Verified,0
42905.26,48,7.28,73864.72,0.1,397,3.6,19,1,RENT,car,Source Verified,0
10202.36,60,12.15,154659.02,31.4,776,3.7,10,1,MORTGAGE,debt_consolidation,Verified,0
36843.74,24,21.81,57489.98,20.64,610,17.0,30,0,MORTGAGE,home_improvement,Not Verified,0
81271.08,12,9.25,56939.62,59.83,823,8.1,26,0,MORTGAGE,home_improvement,Verified,0
5440.04,60,6.39,54113.43,46.34,340,11.8,25,0,RENT,other,Source Verified,1
36682.42,48,13.28,42610.81,45.68,462,12.0,16,0,RENT,debt_consolidation,Source Verified,1
42826.03,12,24.15,75981.26,57.31,406,5.4,1,0,MORTGAGE,debt_consolidation,Not Verified,1
56052.58,36,15.34,179465.98,53.26,605,0.0,6,0,RENT,debt_consolidation,Not Verified,0
92386.28,24,21.32,159487.13,19.09,511,25.6,9,0,RENT,home_improvement,Verified,0
37902.87,36,19.49,152345.22,9.96,387,21.5,28,1,MORTGAGE,debt_consolidation,Source Verified,0
37960.55,48,5.56,163520.63,44.75,654,20.7,5,4,OWN,home_improvement,Not Verified,0
75062.62,12,29.71,68495.22,22.7,595,16.4,27,1,RENT,car,Not Verified,0
47960.7,48,6.04,179739.5,28.39,451,21.0,14,2,OWN,debt_consolidation,Source Verified,0
26337.46,12,29.2,44714.61,37.82,564,28.1,10,0,OWN,home_improvement,Not Verified,0
47981.75,60,18.75,80542.23,54.47,710,20.0,2,2,OWN,other,Verified,0
18381.42,24,29.08,125614.66,25.15,413,8.0,5,1,OWN,home_improvement,Not Verified,1
21756.76,60,7.87,38522.92,47.0,461,17.1,1,1,RENT,debt_consolidation,Verified,1
52344.94,60,17.26,151423.43,16.1,490,13.3,25,0,MORTGAGE,debt_consolidation,Source Verified,0
44797.92,48,9.24,89704.29,41.88,711,16.7,10,0,MORTGAGE,home_improvement,Not Verified,0
91910.36,24,6.27,161193.02,0.09,766,15.5,29,1,MORTGAGE,debt_consolidation,Verified,0
39427.42,12,20.44,108721.33,52.29,507,25.8,26,0,RENT,home_improvement,Source Verified,1
60155.89,12,10.19,52557.41,1.82,463,19.6,25,3,MORTGAGE,other,Verified,0
65065.11,36,19.69,152257.13,42.77,789,5.7,22,0,MORTGAGE,home_improvement,Verified,0
6243.97,12,7.81,65385.91,2.78,850,1.9,27,0,MORTGAGE,debt_consolidation,Not Verified,0
68036.05,48,13.3,108345.85,15.97,669,12.7,9,1,MORTGAGE,debt_consolidation,Source Verified,0
21913.42,60,24.54,33595.99,29.83,844,0.5,30,3,RENT,other,Verified,0
96301.68,60,15.93,131216.0,25.2,663,9.5,3,0,MORTGAGE,other,Source Verified,0
19122.96,60,20.69,139854.4,11.51,703,11.0,15,1,MORTGAGE,home_improvement,Source Verified,0
44389.29,24,21.19,88161.36,20.03,514,11.3,4,0,RENT,debt_consolidation,Verified,0
13108.22,12,26.09,191796.1,43.66,538,29.4,13,1,RENT,car,Not Verified,0
99703.05,48,13.12,177350.41,40.16,379,9.1,6,2,OWN,debt_consolidation,Source Verified,0
52708.53,24,22.18,147429.36,4.31,753,8.0,20,3,OWN,debt_consolidation,Not Verified,0
61561.58,36,29.04,148457.37,44.84,812,3.9,17,0,MORTGAGE,debt_consolidation,Verified,0
11372.27,48,23.26,65432.31,3.18,643,15.3,23,0,MORTGAGE,debt_consolidation,Verified,0
76246.24,48,17.25,138226.74,32.58,489,4.6,5,1,RENT,debt_consolidation,Verified,0
24941.03,48,20.77,55677.13,15.6,385,18.5,30,0,RENT,debt_consolidation,Verified,0
90315.16,60,23.49,45920.58,35.26,446,4.7,15,1,MORTGAGE,debt_consolidation,Not Verified,1
24488.27,48,20.31,199904.22,15.68,440,17.3,8,1,RENT,home_improvement,Verified,0
23115.33,12,5.42,132027.67,59.1,637,24.8,25,0,RENT,home_improvement,Verified,0
8472.22,48,9.87,97577.82,18.58,820,1.3,5,2,OWN,debt_consolidation,Not Verified,0
